,AIRPORT_NAME,COUNTY,AIRPORT_ELEVATION,COUNTRY_REGION,MUNICIPALITY,AIRPORT_CODE,COORDINATES
16974,Aguenar â Hadj Bey Akhamok Airport,DZ,4518.0,DZ-11,Tamanrasset,TMR,"5.45107984543, 22.8115005493"
16975,Jijel Ferhat Abbas Airport,DZ,36.0,DZ-18,Jijel,GJL,"5.87361001968, 36.7951011658"
16978,Mecheria Airport,DZ,3855.0,DZ-45,Mecheria,MZW,"-0.242353007197, 33.535900116"
16980,Rabah Bitat Airport,DZ,16.0,DZ-36,Annaba,AAE,"7.809174, 36.822201"
16981,Mohamed Boudiaf International Airport,DZ,2265.0,DZ-25,Constantine,CZL,"6.620389938354492, 36.2760009765625"
16982,Oum el Bouaghi airport,DZ,2980.0,DZ-04,Oum El Bouaghi,QMH,"7.270800113679999, 35.879699707"
16983,Skikda Airport,DZ,27.0,DZ-21,Skikda,SKI,"6.9516, 36.8641"
16984,Cheikh Larbi TÃ©bessi Airport,DZ,2661.0,DZ-12,TÃ©bessi,TEE,"8.12071990967, 35.4315986633"
16985,Batna Airport,DZ,2697.0,DZ-05,Batna,BLJ,"6.308589935300001, 35.752101898199996"
16986,Daup Airport,PG,280.0,PG-MPM,,DAF,"145.9515, -4.7403"
16987,Hassi R'Mel Airport,DZ,2540.0,DZ-03,,HRM,"3.311539888381958, 32.93040084838867"
16988,Tsletsi Airport,DZ,3753.0,DZ-17,Djelfa,QDJ,"3.351, 34.6657"
16990,Dabo Airport,PG,118.0,PG-NPP,,DAO,"147.843055556, -8.431944444440001"
16991,Bou Chekif Airport,DZ,3245.0,DZ-14,Tiaret,TID,"1.46315002441, 35.3410987854"
16994,Tindouf Airport,DZ,1453.0,DZ-37,Tindouf,TIN,"-8.167099952700001, 27.7003993988"
16995,Ech Cheliff Airport,DZ,463.0,DZ-02,,CFK,"1.33176994324, 36.2126998901"
16996,Tafaraoui Airport,DZ,367.0,DZ-31,,TAF,"-0.5322780013084412, 35.54240036010742"
16997,Zenata â Messali El Hadj Airport,DZ,814.0,DZ-13,Tlemcen,TLM,"-1.45000004768, 35.0167007446"
16998,Es Senia Airport,DZ,295.0,DZ-31,Oran,ORN,"-0.6211829781529999, 35.6239013672"
16999,BÃ©char Boudghene Ben Ali Lotfi Airport,DZ,2661.0,DZ-08,BÃ©char,CBH,"-2.269860029220581, 31.645700454711914"
17000,Sidi Bel Abbes Airport,DZ,1614.0,DZ-22,Sidi Bel AbbÃ¨s,BFW,"-0.593275010586, 35.1717987061"
17001,Ghriss Airport,DZ,1686.0,DZ-29,,MUW,"0.14714199304580688, 35.207698822021484"
17002,El Bayadh Airport,DZ,4493.0,DZ-32,El Bayadh,EBH,"1.0925, 33.721666666699996"
17003,In Guezzam Airport,DZ,1312.0,DZ-11,In Guezzam,INF,"5.75, 19.566999435424805"
17004,Bordj Badji Mokhtar Airport,DZ,1303.0,DZ-01,Bordj Badji Mokhtar,BMW,"0.923888981342, 21.375"
17005,Touat Cheikh Sidi Mohamed Belkebir Airport,DZ,919.0,DZ-01,,AZR,"-0.18641400337219238, 27.837600708007812"
17006,Biskra Airport,DZ,289.0,DZ-07,Biskra,BSK,"5.73823022842, 34.793300628699996"
17007,El Golea Airport,DZ,1306.0,DZ-47,,ELG,"2.8595900535583496, 30.571300506591797"
17008,NoumÃ©rat - Moufdi Zakaria Airport,DZ,1512.0,DZ-47,GhardaÃ¯a,GHA,"3.794110059738159, 32.38410186767578"
17009,Oued Irara Airport,DZ,463.0,DZ-30,Hassi Messaoud,HME,"6.140439987180001, 31.673000335699996"
17010,In Salah Airport,DZ,896.0,DZ-11,In Salah,INZ,"2.51202011108, 27.250999450699997"
17011,Touggourt Sidi Madhi Airport,DZ,279.0,DZ-30,Touggourt,TGR,"6.088669776916504, 33.06779861450195"
17012,Laghouat Airport,DZ,2510.0,DZ-03,Laghouat,LOO,"2.92833995819, 33.764400482199996"
17013,Guemar Airport,DZ,203.0,DZ-39,Guemar,ELU,"6.77679014206, 33.5113983154"
17014,Timimoun Airport,DZ,1027.0,DZ-01,Timimoun,TMX,"0.276033014059, 29.2371006012"
17015,Ain el Beida Airport,DZ,492.0,DZ-30,Ouargla,OGX,"5.412779808044434, 31.917200088500977"
17016,In AmÃ©nas Airport,DZ,1847.0,DZ-33,AmÃ©nas,IAM,"9.64291, 28.0515"
17017,Cadjehoun Airport,BJ,19.0,BJ-AQ,Cotonou,COO,"2.384350061416626, 6.357230186462402"
17019,Djougou Airport,BJ,1480.0,BJ-DO,Djougou,DJA,"1.63777777778, 9.69208333333"
17020,Kandi Airport,BJ,951.0,BJ-AL,Kandi,KDC,"2.940381, 11.14479"
17021,Natitingou Airport,BJ,1512.0,BJ-AK,Natitingou,NAE,"1.360507, 10.376965"
17023,Parakou Airport,BJ,1266.0,BJ-BO,Parakou,PKO,"2.609679937362671, 9.35768985748291"
17025,SavÃ© Airport,BJ,597.0,BJ-CO,SavÃ©,SVF,"2.4645800590515137, 8.018170356750488"
17026,Baicheng Chang'an Airport,CN,480.0,CN-22,Baicheng,DBC,"123.019722, 45.505278"
17027,Dutch Bay SPB,LK,0.0,LK-6,Kalpitiya Island,DBK,"79.756, 8.273"
17028,Debepare Airport,PG,360.0,PG-WPD,Debepare,DBP,"141.905555556, -6.30861111111"
17029,Dambulu Oya Tank Seaplane Base,LK,535.0,LK-2,Dambulla,DBU,"80.6304, 7.8604"
17045,Dubai Creek SPB,AE,,AE-DU,Dubai,DCG,"55.3313888889, 25.2422222222"
17046,Dahl Creek Airport,US,260.0,US-AK,Dahl Creek,DCK,"-156.904998779, 66.9432983398"
17047,Decatur HI-Way Airfield,US,842.0,US-IN,Decatur,DCR,"-84.862464, 40.837548"
17048,Dodoima Airport,PG,75.0,PG-NPP,,DDM,"147.809444444, -8.17736111111"
17467,Heidelberg Army Helicopter Base,DE,,DE-BW,Heidelberg,HDB,"8.651935, 49.392397"
17475,BÃ¶blingen Flugfeld,DE,,DE-BW,BÃ¶blingen,PHM,"8.996193, 48.689544"
17517,Derim Airport,PG,4850.0,PG-MPL,Derim,DER,"147.107222222, -6.14472222222"
17518,Nop Goliat Airport,ID,198.0,ID-PA,Dekai - Yahukimo,DEX,"139.482006, -4.8557"
17519,Kaya Airport,BF,984.0,BF-SMT,Kaya,XKY,"-1.100000023841858, 13.067000389099121"
17521,Ouahigouya Airport,BF,1106.0,BF-YAT,Ouahigouya,OUG,"-2.4170000553131104, 13.567000389099121"
17526,Djibo Airport,BF,1001.0,BF-SOM,Djibo,XDJ,"-1.6330000162124634, 14.100000381469727"
17528,Leo Airport,BF,1181.0,BF-SIS,Leo,XLU,"-2.0999999046325684, 11.100000381469727"
17530,Po Airport,BF,1050.0,BF-NAO,Po,PUP,"-1.149999976158142, 11.149999618530273"
17536,Boulsa Airport,BF,984.0,BF-NAM,Boulsa,XBO,"-0.5669999718666077, 12.649999618530273"
17537,Bogande Airport,BF,984.0,BF-GNA,Bogande,XBG,"-0.16699999570846558, 12.982999801635742"
17539,Diapaga Airport,BF,951.0,BF-TAP,Diapaga,DIP,"1.784631, 12.060324"
17540,Dori Airport,BF,919.0,BF-SEN,Dori,DOR,"-0.032999999821186066, 14.032999992370605"
17541,Fada N'gourma Airport,BF,1011.0,BF-GOU,Fada N'gourma,FNG,"0.3499999940395355, 12.032999992370605"
17542,Gorom-Gorom Airport,BF,935.0,BF-OUD,Gorom-Gorom,XGG,"-0.2329999953508377, 14.449999809265137"
17544,Kantchari Airport,BF,879.0,BF-TAP,Kantchari,XKA,"1.5, 12.467000007629395"
17545,Tambao Airport,BF,820.0,BF-OUD,Tambao,TMQ,"0.05000000074505806, 14.800000190734863"
17547,Pama Airport,BF,699.0,BF-KMP,Pama,XPA,"0.699999988079071, 11.25"
17548,Arly Airport,BF,761.0,BF-TAP,Arly,ARL,"1.4830000400543213, 11.597000122070312"
17549,Sebba Airport,BF,886.0,BF-SEN,Sebba,XSE,"0.5170000195503235, 13.449999809265137"
17550,Tenkodogo Airport,BF,1017.0,BF-BLG,Tenkodogo,TEG,"-0.367000013589859, 11.800000190734863"
17552,ZabrÃ© Airport,BF,886.0,BF-BLG,ZabrÃ©,XZA,"-0.6169999837875366, 11.166999816894531"
17553,Ouagadougou Airport,BF,1037.0,BF-KAD,Ouagadougou,OUA,"-1.51242, 12.3532"
17555,Banfora Airport,BF,984.0,BF-COM,Banfora,BNR,"-4.7170000076293945, 10.682999610900879"
17556,Dedougou Airport,BF,984.0,BF-MOU,Dedougou,DGU,"-3.490000009536743, 12.458999633789062"
17558,Gaoua Airport,BF,1099.0,BF-PON,Gaoua,XGA,"-3.163454, 10.384059"
17561,Nouna Airport,BF,886.0,BF-KOS,Nouna,XNU,"-3.867000103, 12.75"
17562,Bobo Dioulasso Airport,BF,1511.0,BF-HOU,Bobo Dioulasso,BOY,"-4.33096981048584, 11.160099983215332"
17565,Tougan Airport,BF,984.0,BF-SOR,Tougan,TUQ,"-3.066999912261963, 13.067000389099121"
17566,Diebougou Airport,BF,984.0,BF-BGR,Diebougou,XDE,"-3.25, 10.949999809265137"
17567,Aribinda Airport,BF,1122.0,BF-SOM,Aribinda,XAR,"-0.883000016212, 14.217000007600001"
17568,Kotoka International Airport,GH,205.0,GH-AA,Accra,ACC,"-0.16678600013256073, 5.605189800262451"
17569,Fishermans Airfield,PG,24.0,PG-CPM,Daugo Island,DGG,"147.0505, -9.5128"
17570,Tamale Airport,GH,553.0,GH-NP,Tamale,TML,"-0.8632140159606934, 9.55718994140625"
17574,Dandugama Seaplane Base,LK,0.0,LK-1,Colombo,DGM,"79.8721, 7.1079"
17575,Kumasi Airport,GH,942.0,GH-AH,Kumasi,KMS,"-1.5908199548721313, 6.714560031890869"
17576,Sunyani Airport,GH,1014.0,GH-BA,Sunyani,NYI,"-2.3287599086761475, 7.361830234527588"
17577,Takoradi Airport,GH,21.0,GH-WP,Sekondi-Takoradi,TKD,"-1.7747600078582764, 4.896059989929199"
17578,Deer Harbor SPB,US,,US-WA,Deer Harbor,DHB,"-123.002777778, 48.6166666667"
17579,Dalnegorsk Airport,RU,833.0,RU-PRI,Dalnegorsk,DHG,"135.490005, 44.558748"
17580,Aboisso Airport,CI,95.0,CI-13,Aboisso,ABO,"-3.234722, 5.461944"
17581,Port Bouet Airport,CI,21.0,CI-01,Abidjan,ABJ,"-3.9262900352478027, 5.261390209197998"
17582,Abengourou Airport,CI,676.0,CI-05,Abengourou,OGO,"-3.4702799320220947, 6.715559959411621"
17584,Boundiali Airport,CI,1286.0,CI-03,Boundiali,BXI,"-6.4670000076293945, 9.532999992370605"
17585,BouakÃ© Airport,CI,1230.0,CI-04,,BYK,"-5.073669910430908, 7.738800048828125"
17586,Bouna Airport,CI,1148.0,CI-08,Bouna,BQO,"-3.025279998779297, 9.27750015258789"
17587,Soko Airport,CI,1247.0,CI-08,Bondoukou,BDK,"-2.7619400024414062, 8.017219543457031"
17589,Dimbokro Airport,CI,344.0,CI-11,Dimbokro,DIM,"-4.640560150146484, 6.651669979095459"
17590,Daloa Airport,CI,823.0,CI-02,,DJO,"-6.473189830780029, 6.792809963226318"
17591,Ferkessedougou Airport,CI,1102.0,CI-03,Ferkessedougou,FEK,"-5.1833333, 9.6"
17592,Gagnoa Airport,CI,732.0,CI-02,Gagnoa,GGN,"-5.949999809265137, 6.132999897003174"
17593,Guiglo Airport,CI,722.0,CI-19,Guiglo,GGO,"-7.526847, 6.534711"
17594,Nero-Mer Airport,CI,20.0,CI-09,Grand-BÃ©rÃ©by,BBV,"-6.923961639400001, 4.64341306686"
17595,Korhogo Airport,CI,1214.0,CI-03,Korhogo,HGO,"-5.55666017532, 9.38718032837"
17596,Man Airport,CI,1089.0,CI-06,,MJC,"-7.58735990524292, 7.272069931030273"
17597,Odienne Airport,CI,1365.0,CI-10,Odienne,KEO,"-7.566999912261963, 9.5"
17598,Ouango Fitini Airport,CI,974.0,CI-08,Ouango Fitini,OFI,"-4.050000190734863, 9.600000381469727"
17599,Seguela Airport,CI,1056.0,CI-14,Seguela,SEO,"-6.710830211639404, 7.968329906463623"
17600,San Pedro Airport,CI,26.0,CI-09,,SPY,"-6.660820007324219, 4.746719837188721"
17601,Sassandra Airport,CI,203.0,CI-09,Sassandra,ZSS,"-6.132780075073242, 4.928329944610596"
17602,Tabou Airport,CI,39.0,CI-09,Tabou,TXU,"-7.362728118896484, 4.437809467315674"
17603,Mahana Airport,CI,1583.0,CI-17,Touba,TOZ,"-7.674, 8.2934"
17604,Mawella Lagoon Seaplane Base,LK,16.0,LK-3,Dickwella,DIW,"80.733129, 5.990192"
17605,Yamoussoukro Airport,CI,699.0,CI-07,Yamoussoukro,ASK,"-5.36558008194, 6.9031701088"
17644,Dalnerechensk Airport,RU,272.0,RU-PRI,Dalnerechensk,DLR,"133.7363, 45.8783"
17652,Katsina Airport,NG,1660.0,NG-KT,Katsina,DKA,"7.660449981689999, 13.007800102200001"
17653,Nnamdi Azikiwe International Airport,NG,1123.0,NG-FC,Abuja,ABV,"7.263169765472412, 9.006790161132812"
17654,Akwa Ibom International Airport,NG,170.0,NG-AK,Uyo,QUO,"8.093, 4.8725"
17655,Akure Airport,NG,1100.0,NG-ON,Akure,AKR,"5.3010101318359375, 7.246739864349365"
17656,Asaba International Airport,NG,305.0,NG-DE,Asaba,ABB,"6.665278, 6.204167"
17658,Sir Abubakar Tafawa Balewa International Airport,NG,1965.0,NG-BA,Bauchi,BCU,"9.744, 10.482833"
17659,Benin Airport,NG,258.0,NG-ED,Benin,BNI,"5.5995001792907715, 6.316979885101318"
17661,Margaret Ekpo International Airport,NG,210.0,NG-CR,Calabar,CBQ,"8.347200393676758, 4.976019859313965"
17663,Akanu Ibiam International Airport,NG,466.0,NG-EN,Enegu,ENU,"7.561960220336914, 6.474269866943359"
17667,Ibadan Airport,NG,725.0,NG-OY,Ibadan,IBA,"3.97832989692688, 7.362460136413574"
17668,Ilorin International Airport,NG,1126.0,NG-KW,Ilorin,ILR,"4.493919849395752, 8.440210342407227"
17669,Sam Mbakwe International Airport,NG,373.0,NG-IM,Owerri,QOW,"7.206029891967773, 5.427060127258301"
17671,Yakubu Gowon Airport,NG,4232.0,NG-PL,Jos,JOS,"8.869050025939941, 9.639829635620117"
17672,Kaduna Airport,NG,2073.0,NG-KD,Kaduna,KAD,"7.320109844207764, 10.696000099182129"
17673,Mallam Aminu International Airport,NG,1562.0,NG-KN,Kano,KAN,"8.52462, 12.0476"
17674,Maiduguri International Airport,NG,1099.0,NG-BO,Maiduguri,MIU,"13.080900192260742, 11.855299949645996"
17675,Makurdi Airport,NG,371.0,NG-BE,Makurdi,MDI,"8.61394, 7.70388"
17676,Murtala Muhammed International Airport,NG,135.0,NG-LA,Lagos,LOS,"3.321160078048706, 6.5773701667785645"
17677,Minna Airport,NG,834.0,NG-NI,Minna,MXJ,"6.462259769439697, 9.652170181274414"
17679,Port Harcourt International Airport,NG,87.0,NG-RI,Port Harcourt,PHC,"6.94959020614624, 5.0154900550842285"
17680,Sadiq Abubakar III International Airport,NG,1010.0,NG-SO,Sokoto,SKO,"5.207190036773682, 12.916299819946289"
17681,Yola Airport,NG,599.0,NG-AD,Yola,YOL,"12.430399894714355, 9.257550239562988"
17682,Zaria Airport,NG,2170.0,NG-KD,Zaria,ZAR,"7.68581, 11.1302"
17686,Dorobisoro Airport,PG,1767.0,PG-CPM,Dorobisoro,DOO,"147.920907, -9.461855"
17687,Dios Airport,PG,335.0,PG-NSB,Dios,DOS,"154.9616, -5.5609"
17688,Deer Park Airport,US,75.0,US-NY,Deer Park,DPK,"-73.31, 40.76"
17689,Deputatskiy Airport,RU,950.0,RU-SA,Deputatskiy,DPT,"139.890012, 69.392503"
17690,Dumpu Airport,PG,870.0,PG-MPM,Dumpu,DPU,"145.705, -5.858"
17691,Saertu Airport,CN,496.0,CN-23,Daqing Shi,DQA,"125.140555556, 46.7463888889"
17700,Maradi Airport,NE,1240.0,NE-4,Maradi,MFQ,"7.1267499923706055, 13.5024995803833"
17701,Diori Hamani International Airport,NE,732.0,NE-8,Niamey,NIM,"2.18361, 13.4815"
17703,Tahoua Airport,NE,1266.0,NE-5,Tahoua,THZ,"5.265359878540039, 14.875699996948242"
17705,Mano Dayak International Airport,NE,1657.0,NE-1,Agadez,AJY,"8.000109672546387, 16.965999603271484"
17710,Arlit Airport,NE,1443.0,NE-1,Arlit,RLT,"7.36595010757, 18.7903995514"
17713,Zinder Airport,NE,1516.0,NE-7,Zinder,ZND,"8.983759880065918, 13.779000282287598"
17715,Dilasag Airport,PH,60.0,PH-AUR,Dilasag,DSG,"122.206805556, 16.445833333299998"
17720,Tabarka 7 Novembre Airport,TN,230.0,TN-32,Tabarka,TBJ,"8.87693977355957, 36.97999954223633"
17721,Monastir Habib Bourguiba International Airport,TN,9.0,TN-52,Monastir,MIR,"10.75469970703125, 35.75809860229492"
17722,Tunis Carthage International Airport,TN,22.0,TN-11,Tunis,TUN,"10.22719955444336, 36.85100173950195"
17725,Gafsa Ksar International Airport,TN,1060.0,TN-71,Gafsa,GAF,"8.822500228881836, 34.422000885009766"
17726,GabÃ¨s Matmata International Airport,TN,26.0,TN-81,GabÃ¨s,GAE,"10.103300094604492, 33.87689971923828"
17728,Djerba Zarzis International Airport,TN,19.0,TN-82,Djerba,DJE,"10.775500297546387, 33.875"
17729,El Borma Airport,TN,827.0,TN-83,El Borma,EBM,"9.254619598388672, 31.704299926757812"
17730,Sfax Thyna International Airport,TN,85.0,TN-61,Sfax,SFA,"10.690999984741211, 34.71799850463867"
17731,Tozeur Nefta International Airport,TN,287.0,TN-72,Tozeur,TOE,"8.110560417175293, 33.939701080322266"
17732,Andavadoaka Airport,MG,30.0,MG-U,Andavadoaka,DVD,"43.259573, -22.06608"
17733,Diyawanna Oya Seaplane Base,LK,10.0,LK-1,Kotte,DWO,"79.909, 6.906585"
17734,Dywer Airbase,AF,2380.0,AF-HEL,Camp Dwyer,DWR,"64, 31"
17735,Lake Buena Vista STOLport,US,94.0,US-FL,Walt Disney World,DWS,"-81.5712777778, 28.3994444444"
17740,Niamtougou International Airport,TG,1515.0,TG-K,Niamtougou,LRL,"1.091249942779541, 9.767330169677734"
17742,LomÃ©-Tokoin Airport,TG,72.0,TG-M,LomÃ©,LFW,"1.2545100450515747, 6.165609836578369"
17764,Elenak Airport,MH,16.0,MH-KWA,Mejato Island,EAL,"166.847777778, 9.319305555560002"
17772,Antwerp International Airport (Deurne),BE,39.0,BE-VAN,Antwerp,ANR,"4.46027994156, 51.1893997192"
17782,Brussels Airport,BE,184.0,BE-BRU,Brussels,BRU,"4.48443984985, 50.901401519800004"
17790,Brussels South Charleroi Airport,BE,614.0,BE-WHT,Brussels,CRL,"4.45382, 50.459202"
17823,Wevelgem Airport,BE,64.0,BE-VWV,Wevelgem,KJK,"3.20472002029, 50.817199707"
17829,LiÃ¨ge Airport,BE,659.0,BE-WLG,LiÃ¨ge,LGG,"5.443220138549805, 50.63740158081055"
17855,Ebon Airport,MH,8.0,MH-EBO,Ebon Atoll,EBO,"168.752, 4.5982"
17859,Ostend-Bruges International Airport,BE,13.0,BE-VWV,Ostend,OST,"2.8622200489, 51.198898315399994"
17897,Zoersel (Oostmalle) Airfield,BE,53.0,BE-VAN,Zoersel,OBL,"4.75333, 51.264702"
17934,MÃ©ndez Airport,EC,1770.0,EC-S,Santiago de MÃ©ndez,MZD,"-78.31670379638672, -2.733330011367798"
17935,Edna Bay Seaplane Base,US,0.0,US-AK,Edna Bay,EDA,"-133.661012, 55.949653"
17937,Altenburg-Nobitz Airport,DE,640.0,DE-TH,Altenburg,AOC,"12.506389, 50.981945"
17941,Heringsdorf Airport,DE,93.0,DE-MV,Heringsdorf,HDF,"14.152299881, 53.8787002563"
17954,Riesa-GÃ¶hlis Airport,DE,322.0,DE-SN,Riesa,IES,"13.3561105728, 51.2936096191"
17957,Rechlin-LÃ¤rz Airport,DE,220.0,DE-MV,LÃ¤rz,REB,"12.7522220612, 53.306388855"
17961,Cochstedt Airport,DE,594.0,DE-ST,Magdeburg,CSO,"11.42029953, 51.8563995361"
17966,Barth Airport,DE,23.0,DE-MV,,BBH,"12.710515, 54.338253"
17971,"Magdeburg ""City"" Airport",DE,259.0,DE-ST,Magdeburg,ZMG,"11.626389, 52.073612"
17972,Neubrandenburg Airport,DE,228.0,DE-MV,Neubrandenburg,FNB,"13.306, 53.6022"
17987,Cottbus-Drewitz Airport,DE,272.0,DE-BR,Cottbus,CBU,"14.531944, 51.889442"
17990,Flugplatz GÃ¼ttin / RÃ¼gen,DE,69.0,DE-MV,RÃ¼gen,GTI,"13.325556, 54.383331"
17994,KÃ¶then Airport,DE,305.0,DE-ST,KÃ¶then,KOQ,"11.952777862500001, 51.7211112976"
17999,PeenemÃ¼nde Airport,DE,7.0,DE-MV,PeenemÃ¼nde,PEF,"13.774443626399998, 54.1577796936"
18009,Berlin-SchÃ¶nefeld Airport,DE,157.0,DE-BR,Berlin,SXF,"13.5225, 52.380001"
18010,Dresden Airport,DE,755.0,DE-SN,Dresden,DRS,"13.767200469970703, 51.1328010559082"
18011,Erfurt Airport,DE,1036.0,DE-TH,Erfurt,ERF,"10.958100318908691, 50.979801177978516"
18012,Frankfurt am Main Airport,DE,364.0,DE-HE,Frankfurt am Main,FRA,"8.570556, 50.033333"
18013,MÃ¼nster OsnabrÃ¼ck Airport,DE,160.0,DE-NW,MÃ¼nster,FMO,"7.68483018875, 52.134601593"
18014,Hamburg Airport,DE,53.0,DE-HH,Hamburg,HAM,"9.9882297515869, 53.630401611328"
18015,Berlin-Tempelhof International Airport,DE,167.0,DE-BE,Berlin,THF,"13.403900146484375, 52.472999572753906"
18016,Cologne Bonn Airport,DE,302.0,DE-NW,Cologne,CGN,"7.1427397728, 50.8658981323"
18017,DÃ¼sseldorf Airport,DE,147.0,DE-NW,DÃ¼sseldorf,DUS,"6.76678, 51.289501"
18018,Munich Airport,DE,1487.0,DE-BY,Munich,MUC,"11.7861, 48.353802"
18019,Nuremberg Airport,DE,1046.0,DE-BY,Nuremberg,NUE,"11.078056, 49.498699"
18020,Leipzig/Halle Airport,DE,465.0,DE-SN,Leipzig,LEJ,"12.236389, 51.423889"
18021,SaarbrÃ¼cken Airport,DE,1058.0,DE-SL,SaarbrÃ¼cken,SCN,"7.10950994492, 49.214599609400004"
18022,Stuttgart Airport,DE,1276.0,DE-BW,Stuttgart,STR,"9.22196006775, 48.689899444599995"
18023,Berlin-Tegel Airport,DE,122.0,DE-BE,Berlin,TXL,"13.2877, 52.5597"
18024,Hannover Airport,DE,183.0,DE-NI,Hannover,HAJ,"9.685079574580001, 52.461101532"
18025,Bremen Airport,DE,14.0,DE-HB,Bremen,BRE,"8.78666973114, 53.0475006104"
18043,Frankfurt-Hahn Airport,DE,1649.0,DE-RP,Frankfurt am Main,HHN,"7.26389, 49.9487"
18048,Mannheim-City Airport,DE,308.0,DE-BW,Mannheim,MHG,"8.514167, 49.473057"
18064,Eisenach-Kindel Airport,DE,1112.0,DE-TH,Eisenach,EIB,"10.47973, 50.991604"
18077,Siegerland Airport,DE,1966.0,DE-NW,,SGE,"8.082969665527344, 50.707698822021484"
18090,Hamburg-Finkenwerder Airport,DE,23.0,DE-HH,Hamburg,XFW,"9.835556030273438, 53.5352783203125"
18091,Kiel-Holtenau Airport,DE,102.0,DE-SH,Kiel,KEL,"10.145277976989746, 54.37944412231445"
18092,LÃ¼beck Blankensee Airport,DE,53.0,DE-SH,LÃ¼beck,LBC,"10.7192001343, 53.8054008484"
18094,NeumÃ¼nster Airport,DE,72.0,DE-SH,NeumÃ¼nster,EUM,"9.941389083862305, 54.079444885253906"
18101,Memmingen Allgau Airport,DE,2077.0,DE-BY,Memmingen,FMM,"10.2395000458, 47.988800048799995"
18103,Aachen-MerzbrÃ¼ck Airport,DE,623.0,DE-NW,Aachen,AAH,"6.186388969421387, 50.823055267333984"
18104,Bonn-Hangelar Airport,DE,197.0,DE-NW,Bonn,BNJ,"7.16333293915, 50.7688903809"
18123,Essen Mulheim Airport,DE,424.0,DE-NW,,ESS,"6.9373297691345215, 51.40230178833008"
18127,Bielefeld Airport,DE,454.0,DE-NW,Bielefeld,BFE,"8.544444, 51.964722"
18131,MÃ¶nchengladbach Airport,DE,125.0,DE-NW,MÃ¶nchengladbach,MGL,"6.504444, 51.230278"
18133,Paderborn Lippstadt Airport,DE,699.0,DE-NW,Paderborn,PAD,"8.616319656369999, 51.614101409899995"
18139,Weeze Airport,DE,106.0,DE-NW,Weeze,NRN,"6.14216995239, 51.6024017334"
18140,Dortmund Airport,DE,425.0,DE-NW,Dortmund,DTM,"7.61223983765, 51.51829910279999"
18144,Augsburg Airport,DE,1516.0,DE-BY,Augsburg,AGB,"10.931667, 48.425278"
18157,Oberpfaffenhofen Airport,DE,1947.0,DE-BY,,OBF,"11.2831, 48.081402"
18160,Straubing Airport,DE,1047.0,DE-BY,Straubing,RBM,"12.516667366027832, 48.90083312988281"
18190,Friedrichshafen Airport,DE,1367.0,DE-BW,Friedrichshafen,FDH,"9.51148986816, 47.671298980699994"
18206,Schwerin Parchim Airport,DE,166.0,DE-MV,,SZW,"11.7834, 53.426998"
18240,Bayreuth Airport,DE,1601.0,DE-BY,Bayreuth,BYU,"11.64, 49.985001"
18241,Burg Feuerstein Airport,DE,1673.0,DE-BY,Ebermannstadt,URD,"11.133610725403, 49.794166564941"
18243,Giebelstadt Airport,DE,981.0,DE-BY,Giebelstadt,GHF,"9.966388702390002, 49.6480560303"
18248,Hof-Plauen Airport,DE,1959.0,DE-BY,Hof,HOQ,"11.856389045715332, 50.288612365722656"
18260,Bitburg Airport,DE,1220.0,DE-RP,Bitburg,BBJ,"6.565, 49.945278"
18279,ZweibrÃ¼cken Airport,DE,1132.0,DE-RP,ZweibrÃ¼cken,ZQW,"7.40056, 49.2094"
18281,Karlsruhe Baden-Baden Airport,DE,408.0,DE-BW,Baden-Baden,FKB,"8.08049964905, 48.7793998718"
18298,Donaueschingen-Villingen Airport,DE,2231.0,DE-BW,Donaueschingen,ZQL,"8.52222156525, 47.97333145139999"
18303,Lahr Airport,DE,511.0,DE-BW,,LHA,"7.82772016525, 48.3693008423"
18328,Braunschweig-Wolfsburg Airport,DE,295.0,DE-NI,Braunschweig,BWE,"10.5561, 52.319199"
18334,Kassel-Calden Airport,DE,820.0,DE-HE,Kassel,KSF,"9.384967, 51.417273"
18348,Bremerhaven Airport,DE,10.0,DE-HB,Bremerhaven,BRV,"8.572778, 53.506943"
18350,Lemwerder Airport,DE,20.0,DE-HB,Lemwerder,XLW,"8.62444, 53.144699"
18351,Emden Airport,DE,3.0,DE-NI,Emden,EME,"7.2275, 53.391109"
18353,Wangerooge Airport,DE,7.0,DE-NI,Wangerooge,AGE,"7.913888931274414, 53.782779693603516"
18355,Wilhelmshaven-Mariensiel Airport,DE,16.0,DE-NI,Wilhelmshaven,WVN,"8.05222225189209, 53.502220153808594"
18356,Juist Airport,DE,7.0,DE-NI,Juist,JUI,"7.055832862854004, 53.68111038208008"
18358,Langeoog Airport,DE,7.0,DE-NI,Langeoog,LGO,"7.497777938842773, 53.74250030517578"
18364,Borkum Airport,DE,3.0,DE-NI,Borkum,BMK,"6.709167, 53.59639"
18365,Norden-Norddeich Airport,DE,3.0,DE-NI,Norddeich,NOD,"7.19027805328, 53.633056640599996"
18366,Varrelbusch Airport,DE,128.0,DE-NI,Cloppenburg,VAC,"8.040556, 52.908333"
18369,Norderney Airport,DE,7.0,DE-NI,Norderney,NRD,"7.230000019073486, 53.70694351196289"
18370,Baltrum Airport,DE,7.0,DE-NI,Baltrum,BMR,"7.373332977294922, 53.72472381591797"
